AA_A,AA_C,AA_D,AA_E,AA_F,AA_G,AA_H,AA_I,AA_K,AA_L,AA_M,AA_N,AA_P,AA_Q,AA_R,AA_S,AA_T,AA_V,AA_W,AA_Y,mol_weight,isoelectric,gravy,instability,aromaticity,aliphatic
0.04440825789531959,0.4335923691317509,-1.2842050508670662,-1.4503077096435109,1.561687477537523,-0.4141532725035239,-0.8518957053418771,-0.006648939738425236,-1.4368655264046593,1.6585706311980115,-0.07874710130162305,-0.4596888208793593,0.03749430492013246,-1.2011019085291896,-0.6389136357141484,1.708517405770738,1.2111313772029821,0.8843987211641231,-0.06693240767103945,0.6759696317832984,-0.09172913706994024,0.7103044371036938,2.2591116016091988,-0.3238502061246408,1.229237831857569,1.5412917708174083
0.23780845874186493,-0.4678399955418348,-1.3436862143383448,-0.278245929912954,1.1745616910037529,1.1621399051392438,0.5612634411126239,-0.5700992997744984,-1.936232986854427,0.0356478238943371,-0.029074503510776,-0.5234975579526804,0.016681755380550643,1.9588060701334615,0.2540483741740863,-0.8807834515663767,-0.5046966976444273,1.4042257099114095,0.373746311487524,0.3281895681905584,-0.44554165368936943,-0.7103518732853725,0.731548102078039,0.25338526903522535,0.9645877904456344,0.2766820772405182
0.3020504214241181,-0.3969722621174408,-1.2343735804092104,-0.6915310024910671,-1.4342651544730411,1.0883051547376215,0.2599287964544545,-0.6136763259245441,-0.5966448330162998,-0.43160093144192924,0.5836719159054135,0.24276660087731713,1.6944258544130046,-0.14318321094465888,-0.4526461315899546,3.061540837335849,0.8177304570196267,-1.0499557355066695,-1.1659816136050212,-1.533251583930212,0.24142940461722895,1.199907087155449,-0.31209016804076317,1.9526513514995667,-1.949085255623922,-0.9928053926480773
-0.1842588847880146,0.8383817483443446,-0.6981519028723376,0.19330396000055655,0.5825241981253084,-1.3087825137211366,0.5540537552283881,-0.49044676501460693,-0.4880336821039913,1.8215839820427,-0.29668679784709795,-0.9934282152829648,-0.06834872229888397,0.44457452703160544,-0.4029838503333346,0.21954636029905833,0.09225847136124185,0.13669897046566834,1.3843714586918365,-0.9324796306624781,0.7580263768769671,-0.6816189321533321,0.8934962689218962,0.03797793038093685,0.30404106091143895,1.0736396604610245
-0.7410782257376922,-1.0924649017707966,1.8651806855287723,1.4250643331827766,-1.128262155144484,-1.1905289666805972,-0.8201144550243783,-0.5233515842425722,2.695771895027867,-2.0188573292921195,-1.0164338607530832,0.5230159292310517,1.0925824494364593,0.49115442575574253,-0.18832477417955304,0.6127242960295834,-1.5718251035211124,0.5753175674774558,-1.3234622690555917,-0.20248990338261466,-0.5195681380622049,-0.5818264067790941,-2.463649245165767,-0.1136499976602866,-1.1635589365848102,-1.6721965871479798
0.950845349058069,0.354074972532616,-1.0163584702357276,-0.7060646801095959,-0.5254645562484933,2.8859550363026396,-0.8909216496810947,-1.6102057889079293,-0.5905366909287243,-0.6929111545058553,-0.8645792649069577,-0.32233692284289595,3.0311765069251604,-0.1715636165269172,-0.11002122202262626,1.4381974709938588,-1.0489888497265394,-2.4154441049535293,-0.4500207800443785,0.3997433480974855,-0.20881580631532276,1.126520474624297,-0.8320009070050985,2.467508475059362,-0.24887223289517893,-2.130830417714388
0.8438605791131031,-0.7725720493088768,0.08719058850007762,-0.2239618912785278,-0.8331797851190486,1.0674082603182555,-0.6791875142027581,-0.7458637687661799,0.5531251018740466,-0.5410921848463335,0.023951575126971835,1.3099909849121694,0.06947086768361597,1.063368497815192,0.5447327520360471,-0.8343783895592228,1.735496875212525,-0.8686485230363443,-1.3234622690555917,-2.116564578629444,-0.46099516874091667,1.6076768913119883,-1.0853138824072546,-0.39929446261259055,-1.9300822856144464,-0.9836847454241651
-0.9883250284132077,-0.21964466856343945,3.78347720509072,3.6016731199741234,0.20072445410199927,0.12580909118478975,-0.9154743961196752,-1.3172177564658039,1.0056596155344182,-1.2737161969890027,-0.9926461438795815,-0.23592347705836628,-0.6110440351367805,-0.6784770859550442,-0.38361310342449517,0.4666548265171647,-0.9456509177429108,-1.6270970167035987,-0.21671742425992632,-0.7500927243803832,0.33223736039510393,-1.552037368891672,-2.6457158722283305,0.8069193413107046,-0.31608953742447915,-2.4340625821899695
0.888171164220191,0.4335923691317509,-0.19810188325207928,0.3237599770361697,-0.9017843926432445,0.8943212216499022,0.8422894077370986,-0.2888198874463634,-0.05349746310180178,-0.1268136875771462,-1.4373846371734966,-1.3658955964302768,-0.665137367536146,-0.01357820087439468,0.9031015793153553,1.029092588860269,-1.4826165676839478,-0.15035122813471988,0.9382914814366023,-1.1857198418251964,-0.09140416928267595,0.7194279627658183,-0.24868951971916295,0.5251351316771331,-0.8276670602622189,-0.1537213627490884
-0.11625096406775547,0.5679553214016243,-1.709904280168478,-1.8246778986436325,1.4544912295603238,1.0276156213987995,-0.7140486226504119,-0.15328895980711774,-1.649877581646394,1.5208008176232355,1.415907015776771,-1.3037149290415186,0.009831640650199943,-0.31534693116605694,-0.9083109788910548,0.9555328153758673,0.6957134633387897,1.0799420186694166,0.36840077265116766,0.9007405393580773,0.11786641901040223,1.1129746286630657,2.531898090500116,-0.43888244894270456,1.408594659721033,1.405129577023194
